-79.890	0.000	0.000	-79.890
-96.037	0.000	0.000	-96.037
-88.576	0.000	0.000	-88.576
-92.710	0.000	0.000	-92.710
-88.954	0.000	0.000	-88.954
-76.730	0.000	0.000	-76.730
-82.904	0.000	0.000	-82.904
-75.073	0.000	0.000	-75.073
-70.942	0.000	0.000	-70.942
-71.342	0.000	0.000	-71.342
-69.620	0.000	0.000	-69.620
-75.455	0.000	0.000	-75.455
-90.447	0.000	0.000	-90.447
-80.939	0.000	0.000	-80.939
-74.268	0.000	0.000	-74.268
-81.132	0.000	0.000	-81.132
-68.288	0.000	0.000	-68.288
-68.748	0.000	0.000	-68.748
-67.403	0.000	0.000	-67.403
-85.893	0.000	0.000	-85.893
-85.697	0.000	0.000	-85.697
-83.781	0.000	0.000	-83.781
-73.125	0.000	0.000	-73.125
-72.719	0.000	0.000	-72.719
-91.778	0.000	0.000	-91.778
-70.951	0.000	0.000	-70.951
