-46.190	0.000	0.000	-46.190
-45.400	0.000	0.000	-45.400
-47.320	0.000	0.000	-47.320
-45.410	0.000	0.000	-45.410
-46.110	0.000	0.000	-46.110
-39.150	0.000	0.000	-39.150
-51.250	0.000	0.000	-51.250
-47.050	0.000	0.000	-47.050
-44.520	0.000	0.000	-44.520
-48.290	0.000	0.000	-48.290
-42.140	0.000	0.000	-42.140
-46.850	0.000	0.000	-46.850
-46.370	0.000	0.000	-46.370
-50.250	0.000	0.000	-50.250
-50.280	0.000	0.000	-50.280
-52.830	0.000	0.000	-52.830
-50.510	0.000	0.000	-50.510
-47.890	0.000	0.000	-47.890
-49.290	0.000	0.000	-49.290
-47.730	0.000	0.000	-47.730
-45.940	0.000	0.000	-45.940
-43.380	0.000	0.000	-43.380
-45.820	0.000	0.000	-45.820
-49.630	0.000	0.000	-49.630
-48.520	0.000	0.000	-48.520
-50.740	0.000	0.000	-50.740
-49.240	0.000	0.000	-49.240
-51.520	0.000	0.000	-51.520
-44.210	0.000	0.000	-44.210
-52.660	0.000	0.000	-52.660
-46.840	0.000	0.000	-46.840
-42.380	0.000	0.000	-42.380
-46.890	0.000	0.000	-46.890
-47.830	0.000	0.000	-47.830
-56.430	0.000	0.000	-56.430
-39.270	0.000	0.000	-39.270
-42.880	0.000	0.000	-42.880
-46.340	0.000	0.000	-46.340
-47.540	0.000	0.000	-47.540
-46.550	0.000	0.000	-46.550
-52.690	0.000	0.000	-52.690
-46.370	0.000	0.000	-46.370
-40.890	0.000	0.000	-40.890
-46.050	0.000	0.000	-46.050
-52.210	0.000	0.000	-52.210
-47.220	0.000	0.000	-47.220
-50.470	0.000	0.000	-50.470
-51.630	0.000	0.000	-51.630
-39.120	0.000	0.000	-39.120
-44.430	0.000	0.000	-44.430
-52.140	0.000	0.000	-52.140
