-1.398	0.000	0.000	-1.398
-0.330	0.000	0.000	-0.330
-2.177	0.000	0.000	-2.177
-1.091	0.000	0.000	-1.091
-1.313	0.000	0.000	-1.313
-2.080	0.000	0.000	-2.080
-1.178	0.000	0.000	-1.178
-2.929	0.000	0.000	-2.929
-1.129	0.000	0.000	-1.129
-2.428	0.000	0.000	-2.428
-2.226	0.000	0.000	-2.226
-2.709	0.000	0.000	-2.709
-1.976	0.000	0.000	-1.976
-1.062	0.000	0.000	-1.062
-0.907	0.000	0.000	-0.907
-1.479	0.000	0.000	-1.479
-2.586	0.000	0.000	-2.586
-0.650	0.000	0.000	-0.650
-2.572	0.000	0.000	-2.572
-0.987	0.000	0.000	-0.987
-1.423	0.000	0.000	-1.423
-2.647	0.000	0.000	-2.647
-1.601	0.000	0.000	-1.601
-1.746	0.000	0.000	-1.746
-0.937	0.000	0.000	-0.937
-2.246	0.000	0.000	-2.246
-2.376	0.000	0.000	-2.376
-2.695	0.000	0.000	-2.695
-2.957	0.000	0.000	-2.957
-1.638	0.000	0.000	-1.638
-1.318	0.000	0.000	-1.318
-1.801	0.000	0.000	-1.801
-2.325	0.000	0.000	-2.325
-2.192	0.000	0.000	-2.192
-2.736	0.000	0.000	-2.736
-2.369	0.000	0.000	-2.369
-2.417	0.000	0.000	-2.417
-2.719	0.000	0.000	-2.719
-1.097	0.000	0.000	-1.097
-1.417	0.000	0.000	-1.417
-2.072	0.000	0.000	-2.072
0.458	0.000	0.000	0.458
0.060	0.000	0.000	0.060
-1.139	0.000	0.000	-1.139
-1.017	0.000	0.000	-1.017
-2.568	0.000	0.000	-2.568
-1.544	0.000	0.000	-1.544
-0.925	0.000	0.000	-0.925
-2.538	0.000	0.000	-2.538
-0.928	0.000	0.000	-0.928
-2.340	0.000	0.000	-2.340
