-0.202	0.000	0.000	-0.202
-0.234	0.000	0.000	-0.234
-0.239	0.000	0.000	-0.239
-0.198	0.000	0.000	-0.198
-0.262	0.000	0.000	-0.262
-0.183	0.000	0.000	-0.183
-0.195	0.000	0.000	-0.195
-0.225	0.000	0.000	-0.225
-0.171	0.000	0.000	-0.171
-0.244	0.000	0.000	-0.244
-0.219	0.000	0.000	-0.219
-0.164	0.000	0.000	-0.164
-0.185	0.000	0.000	-0.185
-0.283	0.000	0.000	-0.283
-0.250	0.000	0.000	-0.250
-0.183	0.000	0.000	-0.183
-0.195	0.000	0.000	-0.195
-0.161	0.000	0.000	-0.161
-0.217	0.000	0.000	-0.217
-0.161	0.000	0.000	-0.161
-0.164	0.000	0.000	-0.164
-0.184	0.000	0.000	-0.184
-0.152	0.000	0.000	-0.152
-0.236	0.000	0.000	-0.236
-0.186	0.000	0.000	-0.186
-0.206	0.000	0.000	-0.206
