-18.227	0.000	0.000	-18.227
-19.379	0.000	0.000	-19.379
-21.140	0.000	0.000	-21.140
-16.093	0.000	0.000	-16.093
-21.016	0.000	0.000	-21.016
-17.184	0.000	0.000	-17.184
-19.086	0.000	0.000	-19.086
-18.751	0.000	0.000	-18.751
-18.327	0.000	0.000	-18.327
-21.115	0.000	0.000	-21.115
-18.967	0.000	0.000	-18.967
-22.916	0.000	0.000	-22.916
-17.992	0.000	0.000	-17.992
-22.858	0.000	0.000	-22.858
-21.558	0.000	0.000	-21.558
-21.558	0.000	0.000	-21.558
-21.115	0.000	0.000	-21.115
-18.829	0.000	0.000	-18.829
-19.415	0.000	0.000	-19.415
-17.328	0.000	0.000	-17.328
-17.989	0.000	0.000	-17.989
-15.517	0.000	0.000	-15.517
-18.731	0.000	0.000	-18.731
-20.617	0.000	0.000	-20.617
-17.687	0.000	0.000	-17.687
-21.165	0.000	0.000	-21.165
-20.799	0.000	0.000	-20.799
-19.512	0.000	0.000	-19.512
-21.228	0.000	0.000	-21.228
-22.853	0.000	0.000	-22.853
-14.063	0.000	0.000	-14.063
-19.055	0.000	0.000	-19.055
-19.667	0.000	0.000	-19.667
-20.095	0.000	0.000	-20.095
-21.885	0.000	0.000	-21.885
-18.741	0.000	0.000	-18.741
-17.665	0.000	0.000	-17.665
-21.098	0.000	0.000	-21.098
-20.491	0.000	0.000	-20.491
-18.294	0.000	0.000	-18.294
-16.548	0.000	0.000	-16.548
-13.324	0.000	0.000	-13.324
-13.651	0.000	0.000	-13.651
-18.077	0.000	0.000	-18.077
-19.366	0.000	0.000	-19.366
-22.487	0.000	0.000	-22.487
-18.704	0.000	0.000	-18.704
-22.230	0.000	0.000	-22.230
-19.021	0.000	0.000	-19.021
-19.694	0.000	0.000	-19.694
-20.623	0.000	0.000	-20.623
